email,label
"Always here for their California burritos... The burritos are huge and can be easily shared by two people.  Their jalapeno and carrots are somethin I havent seen at other similar places, id recommend it if you,re lookin for some heat! The drive thru service is fast and friendly.  I have seen they did remodel the inside seating and does not look as,roughed up as before... There is a drawback when using your card to pay- 50¢ addtl charge, which shud b done away with.",0
"I like Bungalow because its a great starting point for a night in Old Town Scottsdale. Centrally located, any other watering hole is in short walking distance, keeping the options open. 

Making this bar/grill the main location for your night out might pose some problems:
-the drink prices are mediocre at best, so don't expect to be frugal.
-the staff aren't anything special.
-I didn't even know they served food, so it can't be better than average.
-unless you can drop a pretty penny (and look the part) don't expect any good conversation.

I can appreciate what this establishment is good for though. Bungalow offers a nice atmosphere to sit and converse with friends (not many locations in Old Town offer the ability to hear normal conversation)...",0
"This is my favorite hotel of all time, so far, at least of the Kimpton ilk. I experienced nearly impeccable service and a super comfy bed, organic and local products, a lovely shower, and general happy relaxation. I love that the gym and pools are open 24 hours a day. The decor, half Asian deco and half Southwestern, works works works.",0
"Hands down my favorite coffee shop in town. They used to be located inside the Conspire art collective but have now moved into the old Hood Rides digs up the block and it's awesome.

Plenty of seating room at the bar and also a really cool little room next door  where you can pull up a seat and hang out. From what I understand there will be seating outside too.

Most importantly however is the coffee. They use a special mix roasted specially by Cartel. I'll be the first to admit I'm no coffee connoisseur but I do know this, every drink I've had, no matter who's behind the bar has been perfect. Not burnt, not too sweet, and not a hint of pretentiousness.

Sooooo, why go to S-word Bucks when you can get a better cup of coffee up the street. Oh and for those of us who burn the midnight oil on more than a few occasions, they're open until 12am EVERY night.",0
"Horrendously overpriced. ~$13 for an xlarge 2 topping that I had to bake myself? The pizza itself was better than average, but if you don't bake on location then at least make it cheaper than going to pizza hut and having it delivered to my door, ready to eat.

I'm glad I had the experience, but I don't see where the benefit to this is, at all. It isn't more cost-effective than going to the grocery for frozen pizza, and it isn't that much better than frozen.

On the plus side, the gal at the counter that made my pizzas was very nice, but it's a shame I don't see this kind of business surviving. I probably won't return, I am pretty disappointed.",0
"Tacos, tacos, tacos......how can something so simple be this great? Having seen this place being featured on DDD we had to try it out and it was worth every penny! I have a thing for always trying the ""odd"" menu items so I've tried the tongue tacos and cabeza (head/cheek) burrito and to me there is nothing better on the menu! This place is rather small which makes it perfect if you're there with some friends or a special someone! My friend loves the shrimp ceviche though I havent tried it myself. Go to this place for some great authentic, local and quite tasty food.......probably some of the best the east alley has to offer!",0
My buddy and I (along with our dogs) stop by here every morning on the way to dog park. Hot coffee and hot women making the coffee! Love this place!,0
"This past weekend I went to The Vig Uptown twice because it was that  good. This is a perfect place to hangout with friends and get a bite to eat with a really great drink menu. What I love most about this place is that it is very modern and the people are pretty chill. The cherry on top is the games they have to offer, Bocce and Bags!

Drinks
1. Moscow Mule is a perfect nice refreshing drink to order, made with Vodka/Ginger beer and fresh lime juice. 
2. If you bring in your own ""pimp cup"" any size, They will fill it up with the mixed drink called Pimms Cup.

Food
1. VigAzz burger is my favorite food item to order because the pretzel bread is amazing.
2. Thai spicy Vings here are probably one of my favorite wings that i've ever had so I highly recommend getting them.",0
"No cover and outdoor misters. Decent crowd, overpriced drinks, teeny dance floor, good selection of d'bags to giggle at. It's A.) a club, B.) in a chain hotel, C.) in Scottsdale, fer chrissakes. What more could you ask for? My only hangup was how dark they keep it in there. People in Scottsdale are generally good looking, so a little more lighting in there isn't going to hurt business one bit. 
Overall... this place doesn't feature anything that really stands out.",0
"Hands-down my favorite pizza place in the East Valley.  I have been going to Sourdough pizza for close to 15 years, and it is consistently delicious.  I grew up in Mesa, now live in Phoenix, but I make it a point to visit Sourdough Pizza when I am in the Mesa area.  The decor definitely leaves something to be desired, as they are in a stucco strip mall, and their interior probably has not been updated  all that much in the 15 years I've been there.  But I could care less when the food and prices are this good.",0
"HELLISH HELLISH SUMMER WEATHER (March thru October)
it hurts my lungs to breath.

I couldn't get transcripts because I had a parking ticket I needed to pay.
The problem is... *i DON'T OWN A CAR, I don't drive, I don't even have a drivers license*!!
~*~*-- aside from that one minor incident,~*~*

I paid 9000 USD a semester to receive a so and so education.
I graduated with a magna cum laude. I have attended other universities. However, I couldn't help but notice the gap in the quality and variety of classes offered.

For example, you have to be a finance major to take upper level interesting finance classes.

Business school was so and so, a lot of repetition.
Very little hands-on and help with internships.
Way too much groupwork and free-riding.
They do not have many good employers at their semi annual recruiting events.

Oh, and professors rarely teach the courses.
They have their teaching assistants teach us.

Also, there is a lack of bridging classes between lower level and upper level classes.
 Junior year when you get admitted into the ""professional program"" the level of the classes and transition isn't too smooth.

The campus tutoring program is pretty helpful for general classes if you're having trouble with classes (usually lower level)

There are not enough chairs/desks in some classes.
The students sit on the floor and cram on the stairs in the lecture halls.

Also, the classes don't teach you how to think critically, which I think is crucial in college.
Please don't waste your money, especially those of you from out of state. Its not worth it.

Expect to wait in line wherever you go.
ASU accepts way too many people.
It would prolly accept my cat and my baby sister who barely talks if we threw money at them.

Thus its very difficult to get myself into the classes I need.
The advisors are walking advertisements of the business school.
They are not informed enough to advise you.

I got dropped from two required prerequisite courses so I could not move on to the next level.... even after pre-registration.
I got screwed and ended up having to take one more semester to graduate.

Tuition rose from 6000 a semester in Fall of 2003 to 9000 + in Fall of 2007.
Gross!!

One thing I liked was the student theatre performances. The admission $ was reasonable and quite entertaining.

The College of Architecture and Environmental design studios are pretty good and has good security.

ASU is not the most safe neighborhood.
I have been approached by many shady people.

do NOT live on campus. Especially the dorms on north campus.
They are beyond crappy and overpriced.
You have to split your room with a room mate in most cases for undergrads.
The ""freshman year experience"" bullsh*t they pull on you, don't buy it.
and Please PLEASE please don't move into Manzy Hall (Manzanita; 15 stores with triangular windows).

I lived here my froshy year and its the dirtiest (rats), unhealthy (mold, pot circulation), most promiscuous place on campus.

Again, please don't bother wasting your money, especially if your an out of state or international student. 
Hope this helps.",0
"Tried to get ahold of this dude to no avail. No personal message on his answering machine at all. Website sucks for information to let me know what sorta work or quality thereof he does.
I tried to call here @ 6:53pm tonight and again...no one picks up the phone. So fed up with flaky contractors. Do they want work or not?",0
"I'm not a fan of ice cream, I just don't find it appealing and it's too high in calories/saturated fat. However I do love frozen yogurt, and ironically it's much less fattening, yet more satisfying. At 25 calories an ounce, Golden Spoon's is the best around. There have a large array of flavors to choose from and they rotate flavors each month, they also have seasonal flavors such as pumpkin pie and egg nog. You also can get more than one flavor combined. They also have a wide variety of toppings to choose from, from gummy bears to low-fat brownies.

Even though their yogurt is non-fat and low calorie, adding toppings can quickly add a lot more calories, I suggest going with chocolate or rainbow sprinkles (adds less than 50 calories), or if you like fruit, go with that.",0
"Not the newest or the nicest but, everything you need and usually no wait for machines. The staff is super nice and there are magazines to read while your there. If they could just turn up the AC a little bit and put ESPN on more than two of the TVs.",0
"I love this gym, I do wish it were closer to a freeway or either more north or more west for me.  I agree with Will M. that it would be great at Norterra and lets face it, there are empty spots there just waiting for a great gym.   I love the attitude at this gym and the metro location as well.  There is always someone onsite caring for the equipment and keeping the place clean and tidy.  I dont remember that care when i was at LA Fitness.  The equipment is color coded to the muscle they work and that is awesome!  I like the staff and the people that go here and have made many friends.   They also have this new finger print system so you don't need a gym card with you to go, you just enter your phone number and scan your finger (very cool).  Sorry if you are a twin and like to cheat though....  Also be sure you check out Costco before you join to see if they still have the special of a 2 year membership for $299.00 (that's about $12/month)  It's a smoking deal and is good for all gym locations across the nation.",0
"Phenom. 
The food is always fresh and well seasoned. A good selection of Tequila. 
Every meal that I've had has been just fantastic. The carnitas and the fish taco's are very well prepared. It's fresh, the beans are fresh as is the rice. 
It averages about $10 a plate but worth it. This is how really good Mexican should be. 
The salsa bar is excellent: you have about 5 different types of salsa from which to choose. All freshly made. 
I can't say enough about the flavoring of the meats and fish. 
Decor is a somewhat minimalist/modern, probably to attract a happy hour crowd. They have TV's for your viewing pleasure. 
Service is friendly and quick. 
I've only been to the Chandler location but will start going to the one in Scottsdale. 
Good food. You won't be disappointed.",0
"A definite four stars, the focus on fresh food and a great breakfast has build a strong following at this destination location in Scottsdale Civic Center. now that i think about it how can i not give this place a 5 stars theirs way to much creativity and freshnewssness in the fruit, veg and the nectar of the gods, Coffee, all packed into one nice bright orange place.  

Old Town has a few breakfast spots but this is one you have to find.  can i say I hope to see this as a Scottsdale yelp ""hidden gem.""

As for my last meal I had the prosciutto melt and it went past expectations, the fresh basil really added the extra taste.  

Service was ok, a typical cafe style, the restaurant does not seek to be over pertinacious, the look is clean and the cafe is a really nice touch with options to order and go.   

So many Little restaurants like this keeps me looking for the next one.  Don't forget for later in the night AZ 88 is just down a few steps.  

Happy breakfast,
Kevin
PS there seems to be some kind of yelp trend, does a hand full of yelps make a difference in a restaurant, does that have a yelp definition when this happens.",0
"A pleasant place in Kierland Center, but has gone down hill from earlier visit.  Good house wine by the carafe, we had the French Merlot.  Very inconsistent food quality.  I had the spinach and frisee salad.  The poached egg was overcooked, so no yolk to add the a very dry salad.  No enough bacon fat to wilt the salad properly.  An average quality lamb shank without any evidence of the olives and other seasonings promised.  My friends filet of beef was ordered medium rare and served med. well.  Rather dry.  They refused to subsitute for the brussels sprouts, then the waiter came back and said they could do it after all.  Desert souflles were ordered by two diners, both were dry and flavorless.  They need to pay more attention in the kitchen.  Overall, a very average experience at above average pricing.",0
"Came here and did drive-though to pick up a turkey sandwich and the ""man"" salad.   The salad was really good!!!!  On a hot summer day, the salad is a perfect choice for lunch!!!",0
"Bring a flashlight. It is so dark inside you can not read the menu. But the waiter was so well versed we just used his recommendations. 

We all had filets cooked to perfection and served on a 400 degree hot plate. They recommend the lobster mashed potatoes but did not feel they were worth the price tag.

The wine list is extensive and expensive.  If you are looking for fancy this is the place but we went after a round of golf and they were very accommodating . 

Great special occasion dinner but not your everyday steak joint .",0
overpriced for an average course,0
"These are the best, most consistent donuts in the valley.  I was always a fan of the Chandler location, so I tried this location as soon as it opened.  I was pleased that the donuts were as fresh and as varied as the other location.

I don't care if people go to dunkin for the coffee..a donut shop is about the donuts, and I haven't yet had any donuts in the valley in the same league as BoSa.",0
"6 cities in 10 days.....no significant delays, great service and the food was even good. Get rid of the lowly 757's to Hawaii and give me the fancy LAX-JFK 777 for all 5 hour flights, plus redo the overhead compartments in the 767's and I'll give Delta 5 stars. 

Great job with the merger as the employees/customers seem much, much happier!",0
"Sheraton Desert Oasis is a great value in the late spring/early summer to get away for a few days and relax. 

It is part of the Starwood Hotel Chain, but this is one of their first forays in to the recent boom in Hotel chains opening time share residences for sale under their brands. So this was meant to be property that was sold in timeshares, which some have. mostly for winter weeks for cold snow birds.

But in the low season, which is summer, you can get a room for around $100. And what do you get? You get a nicely appointed, decorated model home, about a 700 square foot 1 bedroom apartment. It is repleat with 2 gas fireplaces, full kitchen with all wares and utensils, living room, patio with table and chairs, his/her bathroom sinks, a marbled tiled shower, a king size bed and a heart shaped large jacuzzi bathtub in the bedroom. 

It has a full social and activities calender, so it is a good place to take the kids. There is a large clover shaped pool, with multiple water fountains, and a large rocklike island structure with caves where the jacuzzi is located. There are about 75 chaise lounges and several tables, so there is usually one available for you. There is also a poolside grill for food and beverages. 

You are not far from the restaurants and nightlife of North Scottsdale, near Kierland Commons Mall, Desert Ridge Mall, 101 Mall, and about 6 other strip and big box shopping centers. You can buy food and easily eat in to save some money. The famed Tournament Players Club (TPC) gold course is close by, as well as the more exclusive and expensive Fairmont Princess hotel. 

This is more of a vacation home than an exclusive resort with people waiting on you hand and foot. But it is well maintained, nicely appointed, and a relaxing getaway. Peak season (winter) rates are $325 and up, so if you come in early summer, you get a bargain and a tan by the pool.",0
"I moved from Philly this past summer and I've searched all over the Valley for a ""GOOD"" Pizza. After eating lots of tasteless and cardboard pizza, I found Momma Mia when I moved into Arcadia! I love the hole in the wall vibe! Just like home :) The sauce is great and super tasty! The dough tastes slightly sweet and is fluffy..It's what makes the pizza so great and there is a brickoven!! I love it! My husband and I order the pizza/wing special .The wings are so hot and spicy ( we order the hot, but it comes in buffalo and mild) They have an extensive menu of pasta, sandwiches and salads. I want to try their Philly Steak next, but for the time being I still make mine at home. 
Every pizza place likes to say its ""New York Style"", but this place really does a NYC pizza. Well the best nyc pizza you're gonna get in AZ, Something about the water.",0
"I really enjoy this course but I am saving the 5 out of 5s for the Troons, Grayhawks and WeKoPas of the world.  Nonetheless, this is a great, very challenging course and you don't have to drive waaaay up north or east of Scottsdale to get there, which is always a great plus.  I remember Golf Digest did a list of Top 25 College Courses and this didn't make it, which I thought was nuts.  My only complaint is that the course isn't really as luxurious as the peak season rate would indicate.  Also, as the other guys who reviewed this mentioned, there is some fantastic ASU swag available in the shop if you are a fan, they probably have every variety you could ever imagine.  Haven't eaten there but Ted's Hot Dogs is close enough that you'd be crazy not to go there after your round.",0
"Good, but the salad was not as good as remembered.  Still think its a great spot in scootsdale!",0
"Coworker and I met for lunch this afternoon.  Restaurant was understandably busy and there was a delay in the delivery of our food.

When my pear omelet with potatoes arrived, it brought mixed reactions. The omelet itself was served hot, and loaded with bacon and cheese.  The potatoes served alongside were STILL FROZEN in the middle.   We were unable to catch the attention of the hectic servers to get this corrected. When I brought my plate to the bartender, he poked the potatoes with his fingers, and then asked me if it would be OK if he kept the same omelet, but ""throw some fresh potatoes"" on the plate.  The server said that, if the kitchen had to remake the omelet, there could be a long delay. 

I could only respond with a shrug. He left and went to the kitchen with my plate. Several other people touched and poked the plate and potatoes before replacing them.  He then brought the plate back to me at the bar, and not my table. 

End result - good omelet, mediocre potatoes, below-poor service and follow-up.",0
"I've been to Barrio twice now.  Simply put, I do not believe that it is worth the prices that they charge. The first time I went there was with the pseudo boyfriend and he adored his meal, and so I embraced it and loved it.  The second time was last night for Dottsy's birthday dinner.  

Dottsy and I ordered up the guacamole that everyone raves about.  We were unimpressed, as we had huge chunks of avocado in there and have both made our own guacamole and didn't see what the big fuss was about.  

I've had the enchiladas suizas and enchiladas de hongas and although they weren't bad- they were not amazing.  Not worth the 16 bucks, at all.  Don't get me wrong, I wouldn't complain about the cost if it tasted like it was worth it, but not so much.

Because it was Dottsy's birthday, they brought her a complimentary flan which we both agreed was pretty tasty flan.  So, if you are a flan person, this may be a place to check out.  I am not a flan person- too jiggly (which makes me think of what fat looks like on a person's body which stops me from eating it).

The two things that make this place worth going for are the margaritas and the service.  The margaritas are 50% tequila and fabulous- I usually just stick to the house margarita and am satisfied.  The people that work at Barrio are friendly and cool.  I imagine that they all enjoy working there.

I don't really ever need to go back to Barrio, unless I'm craving a serious margarita served up by a cute hipster.  I'd go for a drink or two and then go elsewhere for dinner.",0
"Now THIS is ramen! I even ordered it for take out and could tell with my first slurp that it was everything I'd been looking for. Complex broth, yummy noodles, all the right toppings...the only thing I would have changed is the pork, which was tough and chewy and not melt-in-your mouth delicious. I'd definitely try again while dining in to see if the quality I'd the pork improved. The rest of the ramen was so tasty it didn't matter! 

Also, for take out the service was super quick and friendly. The prices are great, too! I got the ramen lunch special which came with a California roll that was incredibly tasty and fresh, and it came out to under ten bucks for a lot of food!",0
"Beware the latte. Otherwise this is a typical Circle K. Come to think of it, the latte is probably typical of Circle K as well.",0
"food is ok, but service is very slow!",0
"I adore all of Joe's restaurants. That being said, I think this one is my least favorite..(which means it's still better than most of the restaurants I've had the pleasure of dining at in the greater Phoenix area.) 
I got the chicken sandwich and it was okay. I think I could have found something on the menu that I would have enjoyed more, but for some reason I wanted to try it. I think I'll have to try the pizza next time, because it looked amazing. The service and atmosphere were great, as per all the Joe's establishments. 
I wasn't completely fond of standing in line for awhile to get a table and order my food. Sometimes I just want to sit down at a table and have the server come to me after a long day.
That being said, I would love to try this place again...especially for breakfast!",0
"I've been meaning to try Humble Pie for a while, and as luck would have it this weekend I was in the right place at the right time and we decided to stop in. 

Rumors are true, everything is delicious. We shared the strawberry & gorgonzola salad, which was flavorful, light, and summery. Then we split the Schreiners Sicilian Sausage pizza. It was flavorful, spicy, and delicious. I will definitely be back to Humble Pie when I need a pizza fix.",0
"Lets just set the record straight here. Zoe's serves Mediterranean just like Qdoba serves Mexican.

When I say just like the Q, I mean the entire experience. Walking into the shop gives more of a cookie cutter national chain feel; which is probably because they are in fact a chain of restaurants. Zoe's food was average and unimpressive. I did like the hummus though. Their prices similar to independent and family operated Mediterranean around the valley; in some cases more. I would prefer to visit Cypress Grill, just up the street from this location, they're my favorite Medi in CenPho so far. 

The staff here was friendly, they took our order promptly and served the food within a few minutes. Don't get me wrong, the food was in no way ""bad"", per se. I just can't shake the feeling of ""I've had better"" when thinking about my experience.

If you're looking to fill your belly with food just because it's time to eat, this might just be the place for you. If you're interested in a great Mediterranean meal, I implore you to please try something new. I likely won't be returning, we do live in the city of a million restaurants, go out and choose one! (but don't take me at my word on that just made up fact).

Happy Yelping Phoenix, now where's my hummus?",0
"Great Pizza! Great food! Great service! Still, this place isn't perfect....

BE PREPARED TO WAIT! Alright, most people seem to know this going in (we did too). However, when you arrive at 7:00pm, and they say you won't be seated until 11:30pm, that doesn't mean you can put your name in and show up at 11...which we almost found out the hard way: **At 10:00pm they will do one last head count. If you're not in the vicinity, soooorrrrry!** Luckily we were calling in every hour for updates (which they recommend, btw). At 9:40pm we called and got the news that we better be there for the last head count (information we probably could have used earlier), and had to hurry on back from our meanderings downtown. At 10:00pm we were deemed worthy to stay on the list and wait another 45 minutes or so.

Service: the hostess knows she holds all the cards--sort of like the lady at the cash register for the Soup Nazi. However, a smile was all it took to get one back from her for me. Still, I can see how others might misconstrue her attitude as something less than cordial. Our server was great though! Very helpful and fun. He was as excited to serve us as we were to eat there. Good stuff!

The pizza is indeed great! But after waiting 4 hours, I was expecting the heavens to part and birds to sing and the ground to shake. Nope. Just made-from-scratch, meticulously-thought-out, high-quality pizza. A light and airy, smoky crust, a decent sauce and fresh mozzarella formed the basis of the Sonny Boy and Wise Guy pizzas that we tried. The quality and tastiness of the toppings were also apparent. We were impressed. This was absolutely great pizza--one of the best we've ever had. ...I just don't know if I'll hurry back to Pizzeria Bianco to wait that long again.",0
Very delicious and friendly! They do happy hour every day which is so great! The sushi is always very delicious and the same with their entrees. I love how close this is to my house. We visit this place quite frequently!,0
"Marriott's beds are always the most comfortable out of all the hotels I've stayed. I would not recommend Marriott Phoenix Airport for an extended (more than a week) stay, though. All in all, the hotel is nice, and the staff is probably the friendliest I have dealt with in a long time. 

There is no free WiFi, and you'd think that a chain like Marriott would provide it for free. There are no refrigerators or microwave ovens in the rooms, either.",0
"Popped into Sol Mexican Cocina before a movie one night for Happy Hour.  We were seated quickly, which was great because there was only 15 minutes left for happy hour and we wanted to get our order in before it ended.  Our waitress was SOOO... nice!  She had a great personality and was attentive and informative, pretty much everything you would want in a waitress.

We ordered everything off the happy hour menu, so I can't comment on the main menu, but the happy hour food was great!  The Hubs and I shared the pork tacos and chicken tacos - he loved the chicken and I loved the pork - go figure.  We shared guacamole, which was good, but needed a bit more seasoning.  By adding the salsa, which was served with it, it became quite good.  BTW, love the unique ""chips"" that are served here... some of our had a ton of seasoning and others had only a little - we liked the ones with just a little.  We also shared the empanadas (I think that's what they were), anyway they were really good.

Overall, we had a great happy hour experience here.  It thoroughly redeemed my not so enthusiastic impression from the Yelp event here (just about the food, not the event).  I can't say enough great things about our waitress - can't remember her name, but she was awesome.  I am sure we will be back soon to try out their main menu.",0
"Oh, YEAH!!! Coming to Scottsdale. I have used RedSeven in Tempe and Mesa and excited to know that they are coming to Scottsdale. I work on the roads throughout the valley and have a lot of customers in Scottsdale that I continue to brag to them about RedSeven's Super Quick Service. Getting the job done quick and right and guaranteed to be the fastest to get you back to work!!!! Oh, and they talk to you so you can understand, not computer talk. Can't wait for Scottsdale!!!!",0
"I've been hearing about these cheesecakes from my husband and his incessant twitter following and I was really excited to try some of the goods at the market this past Saturday.

We finally woke up early enough on a Saturday morning to hit up Matt's and then peruse the market before it got too hot.  We made our way over to the cheesecake table and then debated between 10 or so flavors.  He had key lime and chocolate chip out to sample and I decided to try the key lime.  I was amazed at how natural it tasted.  There was nothing artificial about it, it just tasted exactly like it should.  These are very good, very simple cheesecakes.  I ultimately went with the peanut butter chocolate chip which is extremely tasty.  There are a bunch of different sizes to choose from, all at very fair prices.  YUMMY!",0
Had the signature Black Chile entree.  It was fabulous!,0
"A definite favorite in the neighborhood.

The happy hour menu is always interesting and good. In several visits I've never had anything that wasn't delicious, and the beers on special are uniformly impressive.",0
A pain to get in and out of. I dread each trip I have to take to this place.,0
"Great quality. Their Pad Thai with chicken is the best I've ever had. Fresh, flavorful, and perfectly cooked. Their Yupha's Fried Rice is delicious with the pineapple compliments. Their Red Curry gets a 2 star rating for just being Red Curry (it's not as creamy, fresh, or flavorful as Thai Basil on University). It's a neighborhood gem and I'm lucky enough to live right around the corner from Yupha's Thai Kitchen!

Also, it's clean, bright, and has an inviting ambiance. It's perfect for a sit in casual dining experience, and even nice for takeout. 

Staff is friendly and attentive. 

Come here. Seriously.",0
"Great shopping. Even better people watching! Here you can shop stores ranging from H&M and Pac Sun, to Prada, Gucci, and Louis Vuitton. It's a pretty upscale mall, so most shoppers dress to impress, while other people recognize the fact that it is still JUST a mall, so they don't. That being said, you'll never feel out of place, no matter what you show up wearing. I love the valet area the most... it's littered with tricked out Bentleys, Lambos, Ferraris, and Aston Martins! I mean, I drive a REALLY nice car, and I would still be ashamed to valet it there!

My favorite store is probably Lush! I have a tendency to spend a lot of money in that store!! Sephora is a close second... I'm always on the lookout for my next favorite cologne!

Fashion Square also boasts some pretty good dining as well! Modern Steak, albeit very pricey serves up a damn good slab of steak. On my next visit I'd like to try the Kobe beef hot dog!! Z Tejas, Kona Grill, and the Yard House all offer great happy hour and reverse happy hour deals on food and beverages!

All in all, this mall is impeccably clean, very inviting, and fun to shop!",0
"The best gyro you will have in Arizona...
or maybe anywhere.

Love the grocery selection.
Everyone there is really nice.
And you can buy a BUCKET of dates for like $6.",0
"Have the owners from here ever even had a bagel from back east? Certainly doesn't taste like it, and they charge double what they do back east too. No thanks. The search for a good bagel continues, for now I'll just keep having them shipped straight from NJ.",0
"Great white sangria and margaritas!!!  We went for dinner, but ended up ordering appetizers and a pitcher of white sangria. All I can say is the service was great but the drinks are amazing!!!  The tortilla chips  were fresh and homemade.  The ceviche was so tasteful!",0
Home sweet home love it ...only wish is more hot water for showers other than that it's a great place to live,0
"I've been going to Jess @ Chace Salon for almost 2 years now and she is nothing short of amazing!!  Cut, color, highlights....she is my super stylist. :) If you are looking for someone to give you a new look, or just revamp a style you're already in love with, ask for her.",0
"Good place to meet a group, watch a game or grab a quick bite. We found this place on St. Patrick's Day after a long, frustrating day of apartment searching. No wait, quick/good/friendly service, good food and lots of good beer. I like the segmented areas and because it is so big, even when there is a huge crowd, you never feel like you have lost your personal space. Have walked over many times since and will definitely continue to.",0
"I've stayed at an Aloft before.  They are pretty much all the same.  My king room was clean, modern, and well maintained.  I went in the winter, but had it been summer, I probably would have taken advantage of the pool and outdoor lounge area.  Even the gym looked appealing, and that's saying a lot.  The major downfall (and I say major because the whole point of a hotel is to sleep) is that the bed pillows are so incredibly uncomfortable.  It is almost impossible to fall asleep.  Someone please get some decent pillows in there!",0
"BEST CARNE ASADA (GRILLED SLICED STEAK), HACIENDA-STYLE HOSPITALITY. A MEXICAN FOOD EXPERIENCE IN THE THEME-PARK STYLE.

--colorful, tasteful, vibrant ambiance in the country-hacienda style; kudos to the designers with an eye for detail;
--dining room draws natural light from the delightful patio windows to the vaulted ceilings above;
--this place and the adjacent ranch market are a ""must-do"" for tourists (bring your out-of-towners here);

--Don't miss the Parrilla (grilled platter); one ""portion"" serves two; choose three meats and voice your tortilla preference;
--grilled vegetables include nopales (cactus), Mexican zucchini squash, jalapenos (consumed whole, took me to five hiccups before my stomach settled), and baby onion stalks (not the typical pile-o-fajita yellows);
--both rice and beans served family style, and perfectly flavored. I could just sit and eat bowl after bowl of those beans;
--juicy, perfectly cooked shrimp; ""asada"" goodness knows no bounds;
--guacamole is plentiful (no melon-ball scoops of yesterday at $3/ea here!) and freshly made to order; NOW THAT'S what I'm TALKing about !!!
--table salsa is spicy with lots of freshly chopped chilis and pureed onions; really good burn;
--try the horchata (rice milk and cinnamon sugary goodness) or any of the featured Aguas Frescas.
--no fuss over separate checks (and that was for our table of 10!)

--pork was a bit dry; is ""gamey"" possible in pork?
--server forgot our desserts and we gave up after 20 minutes (shucks! they were sitting right there on the pass!); the manager refunded us promptly and then packaged them to-go.

After so many recent disappointments on rock-hard rubbery shrimp, I _finally_ found a place that grills properly, excellent marinade, and with the freshest ingredients. If you get the impression that you are amidst a food operation staffed by thousands, you are correct: several hundred are working in the kitchens next door making tortillas, cheese, asada, aguas and more!

If you don't have a filthy-rich Mexican relative with a hacienda (Mexican mansion) across the border, this may be the closest you'll get without an invitation. The mostly-abandoned courtyard is centered with a gigantic fountain, lined with what could be booths for a seasonal market, bodas, or other festival. In the corner a lush garden with a somewhat secret door leading to la sala, the grand room.

Don't miss the Ranch Market next door; you won't see retail food sold in this quantity anywhere else in town. Take your camera.",0
"They have plenty of equipment so there should never be a wait for anything. They offer great classes, although they tend to get too full sometimes. It would be nice if there was a restroom up front so you don't have to walk through the entire shower/locker room if all you need to do is pee!",0
Omg! So good! So fresh! Great burger joint. Ordered the tri-tip steak sandwich with grilled onions. The steak was tender and perfectly pink. Husband ordered the Original with fries. The burger was juicy and a good size. The fries were perfectly seasoned and fresh. We split a drink. Total bill was a bit over $14. Not a bad dinner price. Place was empty when we got here at 9:00 on a Saturday night but quickly filled up. Great service and great food. We will make The Habit a habit!,0
"i love this place. very rarely do i get to go out and tie one on. when i do, this is were i want to be at some point in the night. where else can i go and request the cramps? i...love...this...place, it makes me happy. i suppose i should go on and on about what it's like, but i won't. go and experience it for yourself.",0
"Hands down a great lil joint! Gotta get the guac, staff is awesome, way cozy and great food!",0
"Maestro Chris Bianco whips up addictive sandwiches at his laboratory on Central Avenue. Ingredients are local and super-fantastic. Check out what today's market sandwich is -- if it's oven-roasted pork, buy it immediately. Don't miss the rice pudding.",0
"Tandoori Times

Volume 1, Issue 1, Number 1.  Limited run.  Copyright 2009, Mejimbo Enterprises.  All Rights Reserved.  

Dateline 7 May 2009
Scottsdale, Arizona

    Yelpers Jim W and Audrey W were reportedly seen enjoying lively conversation and delicious Indian food with Donald S and Carin S.  Witnesses claim the group was laughing loudly at times.  One bystander reported, ""That was a guffaw.  That outburst right there was definitely a guffaw.  Wild stuff.""

    Sources have related to this publication that the group dined on two appetizers, one known as a bread basket which consisted of four types of naan bread.  Jim W was overheard to say, ""I really like the onion naan.""  The other appetizer may have been Aloo Tikki.  This has not been confirmed as yet.  In any case the plate containing the reported Aloo Tikki was cleaned by the foursome, several even going so far as to swab at the remaining sauce on the plate.

    The above sources also reported that the table was served an order of the Friday daily special of Kahari Shrimp.  It was overheard by a nearby table that the shrimp was ""...flavorful with strong notes of garlic and ginger.""  This has not substantiated, however.

    Audrey W reportedly was served the Lamb Korma which she was rumored to have noted was ""Yummy.""

    Carin S apparently was served the Chicken Masala and Donald S may have been served some sort of Vindaloo that included potato.  It seems there was considerable sharing of the dishes around the table and the main dishes may have been spooned over what some experts have suggested was a basmati rice with various herbs and spices.

    An unnamed source has informed this publication that while Jim W claims to have particularly enjoyed the food and festive atmosphere which included a belly dancer and some swordplay, he was displeased with the excessive sound level produced by the in-house sound system and even requested that the music be reduced.

    Jim W's blog had a statement this morning that read, in part; ""...ears haven't hurt the next morning like that since my last rock concert.  I really liked the food but I wouldn't go back on a night when they have dancing again.""",0
"Good drinks, great food, and cool music. There is a stage right behind the bar. We tried the Fingerling Potatoes in Tomato Jam and it was fantastic.. I recommend.",0
